X,Sin(x),Cos(x),X * 2 + 7,X^2 +47,EnumTest,EnumTest2,EnumTest3,EnumTest4
29.84513021,-1,-3.49E-14,66.69026042,937.7317972,PASS,"""BIT""",Label76,Label6
30.23782929,-0.923879533,0.382683432,67.47565858,961.3263202,PASS,"""BIT""",Label77,Label7
30.63052837,-0.707106781,0.707106781,68.26105675,985.2292684,PASS,"""BIT""",Label78,Label8
31.02322745,-0.382683432,0.923879533,69.04645491,1009.440642,PASS,"""BIT""",Label79,Label9
31.41592654,-4.03E-14,1,69.83185307,1033.96044,PASS,"""BIT""",Label80,Label10
31.80862562,0.382683432,0.923879533,70.61725124,1058.788664,PASS,"""BIT""",Label81,Label1
32.2013247,0.707106781,0.707106781,71.4026494,1083.925312,PASS,"""BIT""",Label82,Label2
32.59402378,0.923879533,0.382683432,72.18804756,1109.370386,PASS,"""BIT""",Label83,Label3
32.98672286,1,4.21E-14,72.97344573,1135.123885,PASS,"""BIT""",Label84,Label4
33.37942194,0.923879533,-0.382683432,73.75884389,1161.185809,PASS,"""BIT""",Label85,Label5
33.77212103,0.707106781,-0.707106781,74.54424205,1187.556159,PASS,"""LAUNCH""",Label86,Label6
34.16482011,0.382683432,-0.923879533,75.32964022,1214.234933,PASS,"""LAUNCH""",Label87,Label7
34.55751919,4.75E-14,-1,76.11503838,1241.222133,FAIL,"""LAUNCH""",Label88,Label8
34.95021827,-0.382683432,-0.923879533,76.90043654,1268.517757,FAIL,"""LAUNCH""",Label89,Label9
35.34291735,-0.707106781,-0.707106781,77.68583471,1296.121807,FAIL,"""LAUNCH""",Label90,Label10
35.73561643,-0.923879533,-0.382683432,78.47123287,1324.034282,FAIL,"""LAUNCH""",Label91,Label1
36.12831552,-1,-5.29E-14,79.25663103,1352.255182,FAIL,"""LAUNCH""",Label92,Label2
36.5210146,-0.923879533,0.382683432,80.0420292,1380.784507,FAIL,"""LAUNCH""",Label93,Label3
36.91371368,-0.707106781,0.707106781,80.82742736,1409.622258,FAIL,"""LAUNCH""",Label94,Label4
37.30641276,-0.382683432,0.923879533,81.61282552,1438.768433,FAIL,"""LAUNCH""",Label95,Label5
37.69911184,-5.83E-14,1,82.39822369,1468.223034,FAIL,"""LAUNCH""",Label96,Label6
38.09181092,0.382683432,0.923879533,83.18362185,1497.98606,FAIL,"""LAUNCH""",Label97,Label7
38.48451001,0.707106781,0.707106781,83.96902001,1528.05751,FAIL,"""POSTLAUNCH""",Label98,Label8
38.87720909,0.923879533,0.382683432,84.75441818,1558.437386,FAIL,"""POSTLAUNCH""",Label99,Label9
39.26990817,1,6.37E-14,85.53981634,1589.125688,FAIL,"""POSTLAUNCH""",Label100,Label10
39.66260725,0.923879533,-0.382683432,86.3252145,1620.122414,FAIL,"""POSTLAUNCH""",Label101,Label1
40.05530633,0.707106781,-0.707106781,87.11061267,1651.427565,FAIL,"""POSTLAUNCH""",Label102,Label2
40.44800541,0.382683432,-0.923879533,87.89601083,1683.041142,FAIL,"""POSTLAUNCH""",Label103,Label3
40.8407045,6.91E-14,-1,88.68140899,1714.963144,FAIL,"""POSTLAUNCH""",Label104,Label4
41.23340358,-0.382683432,-0.923879533,89.46680716,1747.193571,PASS,"""POSTLAUNCH""",Label105,Label5
41.62610266,-0.707106781,-0.707106781,90.25220532,1779.732423,PASS,"""POSTLAUNCH""",Label106,Label6
42.01880174,-0.923879533,-0.382683432,91.03760348,1812.5797,PASS,"""POSTLAUNCH""",Label107,Label7
42.41150082,-1,-7.45E-14,91.82300165,1845.735402,PASS,"""POSTLAUNCH""",Label108,Label8
42.80419991,-0.923879533,0.382683432,92.60839981,1879.19953,PASS,"""POSTLAUNCH""",Label109,Label9
43.19689899,-0.707106781,0.707106781,93.39379797,1912.972082,PASS,"""POSTLAUNCH""",Label110,Label10
43.58959807,-0.382683432,0.923879533,94.17919614,1947.05306,PASS,"""POSTLAUNCH""",Label111,Label1
